song_id,Song Title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1n1y2kFPISpF9WGD3JaFo5,Suzume,0.565,0.41,2,-6.616,0,0.0311,0.65,0.0,0.309,0.36,78.01,238560,4
5mEqD00bdFcsiVd0MfvEeF,Dream lantern,0.206,0.871,8,-5.751,1,0.419,0.0316,6.55e-05,0.0596,0.125,175.6,131667,3
3A4FRzgve9BjfKbvVXRIFO,Sparkle - movie ver.,0.372,0.426,11,-8.421,1,0.0339,0.687,0.00784,0.109,0.287,123.993,537653,4
0GWNtMohuYUEHVZ40tcnHF,SPECIALZ,0.566,0.85,6,-4.431,0,0.0599,0.0663,0.0,0.319,0.722,117.048,238987,4
0J0P8iSE6l3pYHbUdNFYdS,カメレオン,0.628,0.533,0,-7.235,1,0.0417,0.643,0.0,0.0733,0.459,79.953,193990,4
7ncPjJBktLEOpstY5JOUMK,一途,0.5,0.964,2,-4.19,1,0.124,0.00723,6.2e-05,0.0557,0.662,159.971,190607,4
5sdQOyqq2IDhvmx2lHOpwd,Super Shy,0.776,0.817,5,-6.018,0,0.0748,0.18,3.44e-05,0.146,0.515,149.921,154667,4
65FftemJ1DbbZ45DUfHJXE,OMG,0.804,0.771,9,-4.067,0,0.0433,0.357,3.07e-06,0.108,0.739,126.956,212253,4
3r8RuvgbX9s7ammBn07D3W,Ditto,0.814,0.641,6,-5.957,0,0.111,0.027,0.0,0.0993,0.183,133.854,185507,4
5W7Y92LB4jWvu9NeEQ0GZl,なんでもないよ、,0.598,0.511,4,-6.015,1,0.0423,0.245,0.0,0.0732,0.652,171.845,219253,4
5N19AxnqLwLyi4DSgiJ0qV,リンジュー・ラヴ,0.665,0.782,11,-5.37,1,0.0282,0.234,0.0,0.0822,0.62,103.011,188030,4
2SihT7AVMiI2VtaAyVIcnO,恋人ごっこ,0.438,0.646,1,-5.301,1,0.0361,0.124,0.0,0.0603,0.745,102.033,200219,4
3wJHCry960drNlAUGrJLmz,ただ君に晴れ,0.679,0.834,5,-3.223,1,0.032,0.343,5.74e-06,0.119,0.962,139.996,198971,4
5j7ixaLeGTGSv4DzKs0pCM,だから僕は音楽を辞めた,0.65,0.88,4,-5.326,1,0.0283,0.36,0.00369,0.23,0.921,124.985,242913,4
6z1TvLTR0oOsWSJfDrERmj,言って。,0.608,0.749,0,-4.605,1,0.0536,0.00745,0.000297,0.0366,0.821,180.014,242182,4
0o9zmvc5f3EFApU52PPIyW,Shinunoga E-Wa,0.6,0.76,6,-6.124,0,0.0452,0.166,4.09e-05,0.189,0.519,158.078,185573,4
02tNuntKQsoou5T4O8meyh,Hana,0.769,0.716,5,-8.203,0,0.0429,0.118,0.00659,0.158,0.66,123.031,246700,4
7AMGgAPFczs3wJgMqu6Eqi,Matsuri,0.663,0.731,1,-7.335,1,0.0338,0.00892,0.0502,0.293,0.356,97.025,225920,4
1H3qOzheTPhE7aVvJOWfvA,美しい鰭,0.545,0.913,1,-3.565,1,0.0298,0.0107,0.00029,0.245,0.747,98.047,211920,4
1OG1NoKpZZLrMqMYCk9m84,LALALALA,0.705,0.849,0,-2.595,1,0.0493,0.0647,0.0,0.653,0.609,125.976,182224,4
3gTQwwDNJ42CCLo3Sf4JDd,S-Class,0.886,0.781,5,-1.837,0,0.333,0.0895,0.0,0.0715,0.672,104.996,195689,4
5Q1tv4GTxP3IJeGMOKdrFO,MEGAVERSE,0.613,0.73,10,-3.645,0,0.122,0.00875,2.25e-06,0.268,0.576,160.051,185520,4
4UALTBWz0OdQcjbTsjFceV,Cinderella Boy,0.596,0.735,9,-6.362,1,0.0332,0.0748,0.0,0.269,0.524,108.106,234324,4
37ZddqLVyF23NIg5I17SBd,Itsuka,0.603,0.509,7,-4.535,1,0.0263,0.0941,0.0,0.201,0.445,79.989,274872,4
3f8WNy5rgXq7J74qjExRkb,Yui,0.53,0.661,6,-7.09,1,0.0408,0.224,0.0,0.169,0.538,153.935,264840,4
3AOf6YEpxQ894FmrwI9k96,Super,0.771,0.88,8,-4.091,1,0.0857,0.162,1.41e-06,0.167,0.347,137.018,200387,4
4MTNimMDRyFZv37Thcktwa,God of Music,0.728,0.912,11,-2.55,0,0.167,0.0458,0.0,0.102,0.808,120.044,205133,4
6I2tqFhk8tq69iursYxuxd,HOT,0.765,0.777,5,-4.376,0,0.0399,0.0539,2.58e-06,0.338,0.64,111.944,197587,4
0YAMQSmHk6BSUGTYpaoqTJ,Wherever you are,0.379,0.69,4,-4.79,1,0.0549,0.0286,0.0,0.335,0.288,173.716,295600,4
4WVJeRP6hjMMBkmWsV4TtF,Make It Out Alive,0.495,0.936,1,-2.477,0,0.0717,1.02e-05,0.000193,0.0909,0.398,137.047,209799,4
4zXRMjTaeflesB3Ih4eHnJ,Stand Out Fit In,0.615,0.841,11,-5.352,1,0.0416,0.0178,0.0,0.133,0.316,126.026,214573,4
7DyS11kB1YNrfDzQqtjmTh,"Stand by me, Stand by you.",0.66,0.576,3,-5.627,1,0.0363,0.0879,0.0,0.0599,0.561,80.978,193013,4
1GlT0DZKjapYwJzRcdBh4F,Buddy,0.786,0.482,6,-6.82,1,0.0477,0.156,0.0,0.34,0.617,89.992,174233,4
6skNbV22epX2yHu4O2hYSx,題名のない今日,0.707,0.479,11,-6.088,1,0.0328,0.2,0.0,0.384,0.633,87.012,193709,4
2flCpqsq9WAwFTjrtWtYBc,Relay~Mori no Uta,0.556,0.588,7,-6.353,1,0.0275,0.815,0.375,0.109,0.549,88.016,239494,4
0POtzhZLoUX2bsFatFD4rD,Bongiri koiuta,0.573,0.945,9,-2.142,0,0.054,0.0901,0.0,0.0959,0.776,153.981,259481,4
1gDOmbdOhMADkmNSU9eUMb,Utae Nippon no Sora,0.525,0.641,2,-5.335,1,0.0265,0.498,0.000108,0.362,0.787,142.902,247754,4
0AU7xhipAm9Saq0k8A9Iua,HANABI,0.638,0.766,1,-5.541,1,0.0268,0.157,0.0,0.124,0.595,112.005,342773,4
2CbDcSVFCbMSfLMoZiAFYN,Tomorrow never knows,0.637,0.485,0,-10.263,1,0.0245,0.173,0.0,0.122,0.403,109.035,308293,4
60ba7YZ3yqbCDGAkPNXzBh,名もなき詩,0.555,0.852,7,-5.094,1,0.0375,0.0417,0.0,0.2,0.7,125.898,328173,4
2hXPmiqKdXcbV0L1VKnTDN,最高到達点,0.647,0.959,6,-3.835,1,0.0477,0.0737,0.0,0.0683,0.807,132.002,227469,4
2uMNMcjjUz8oNIxjIu20qE,Habit,0.749,0.85,10,-5.39,0,0.126,0.203,0.0,0.18,0.912,117.968,253154,4
4XdzCpY4Ekv5SezuuFpBDG,Dragon Night,0.616,0.825,10,-4.349,1,0.125,0.0342,8.7e-06,0.405,0.548,124.013,229293,4
3cBghvTcQNDNkW98Y4eGaP,W / X / Y,0.628,0.775,2,-4.479,1,0.0535,0.159,0.0,0.33,0.674,106.382,278119,3
40gt89icqkSFqWWfMlqagb,Mouichido,0.571,0.724,11,-5.381,1,0.0381,0.00408,0.0,0.361,0.315,131.975,250767,4
0aLfQ35218wQrfCwNr0woA,Okaeri,0.337,0.775,5,-4.134,1,0.0609,0.591,0.0,0.0687,0.862,167.988,225829,3
0cdyZ4VMs900wQLHRIyy97,Love So Sweet,0.584,0.849,0,-3.983,1,0.0403,0.1,0.0,0.304,0.707,139.032,289846,4
3MiKEHatYtQrE0QSCdVRF0,Happiness,0.591,0.915,1,-3.018,1,0.0431,0.00649,0.0,0.0825,0.712,115.012,258251,4
7eYJMiwmWFwVMbx2G39GgC,One Love,0.553,0.937,10,-3.173,1,0.0461,0.194,0.0,0.405,0.693,102.982,285459,4
6twDMJoG8tzwL21LQ3EEtA,Mainstream,0.901,0.714,10,-3.918,1,0.125,0.246,0.0,0.0529,0.52,100.011,207053,4
37xJCjdzJ17S1jCDz3GwsB,Boom Boom Back,0.786,0.776,5,-4.553,0,0.0614,0.0484,0.0,0.0593,0.647,100.006,188400,4
2P7T4KMNrQ7mLXERZHhWYE,Glorious,0.607,0.825,8,-5.483,1,0.0838,0.0953,0.0,0.0813,0.283,80.942,281427,4
39HrUxcvKF3jtLz7fUDWXc,First Love,0.438,0.434,7,-8.37,1,0.0371,0.122,0.0,0.15,0.195,179.913,257293,4
6DaKMsQDmHMJbKYyU7AUFA,One Last Kiss,0.597,0.542,8,-10.703,0,0.0563,0.698,0.00264,0.0986,0.397,111.985,249904,4
4nYtqZDscX8TLvR4p0ON1s,道,0.754,0.716,5,-5.125,0,0.0515,0.305,1.3e-06,0.114,0.397,117.087,216013,4
2Bsg6EfrmEx0x0eC8v4vuG,栞,0.505,0.883,6,-3.094,1,0.0481,0.0117,0.0,0.0578,0.666,100.496,261547,4
0bQcCm1gmBavM1NYBxPvbe,He Is Mine,0.483,0.938,2,-3.086,1,0.205,0.0211,6.54e-05,0.0653,0.439,158.183,197027,4
2XvtKqNuL8vCkekyzmb8OJ,キケンナアソビ,0.683,0.684,11,-5.325,1,0.0307,0.138,0.0,0.16,0.674,88.018,241213,4
3Ro8jrbsWu0VSk1odLLYuo,いつかのメリークリスマス,0.589,0.521,7,-7.517,1,0.0259,0.497,0.0,0.119,0.243,99.893,334319,4
3IYcbagYZ9z1Svaw8B33Pd,イチブトゼンブ,0.564,0.94,7,-3.132,1,0.0677,0.0988,1.09e-05,0.108,0.613,109.03,249797,4
4zz5dSunCrg0pmNT4ZzBf5,ultra soul,0.585,0.972,1,-4.33,0,0.0572,0.0027,0.133,0.323,0.706,126.559,219944,4
74X2u8JMVooG2QbjRxXwR8,Perfect Night,0.697,0.82,5,-4.502,1,0.0308,0.1,0.0,0.0631,0.502,136.054,159080,4
0bMoNdAnxNR0OuQbGDovrr,ANTIFRAGILE,0.879,0.784,10,-3.944,0,0.081,0.0759,0.0,0.125,0.83,105.019,184444,4
51vRumtqbkNW9wrKfESwfu,UNFORGIVEN (feat. Nile Rodgers),0.795,0.875,4,-4.079,0,0.0525,0.111,8.94e-05,0.107,0.375,104.008,182149,4
2cErTn7DU75ZILisPP34TB,残響散歌,0.378,0.899,11,-4.594,1,0.0968,0.0181,0.0,0.158,0.454,170.88,184893,4
2HovXsvcdJur52BOcYGydz,カタオモイ,0.621,0.533,1,-5.974,1,0.0342,0.78,0.0,0.333,0.791,96.981,207360,4
6ts1KCOudfDYXYfyWtq0k1,おもかげ (produced by Vaundy),0.488,0.638,8,-4.502,1,0.058,0.0258,2.24e-05,0.12,0.713,207.906,188060,4
70t7Q6AYG6ZgTYmJWcnkUM,I AM,0.683,0.875,4,-4.866,0,0.0549,0.0115,0.0,0.084,0.384,122.002,183853,4
7uyeEbG6hyApgXuEypGcsZ,Baddie,0.736,0.678,5,-4.503,1,0.0464,0.0459,5.46e-06,0.104,0.757,160.045,154360,4
2gYj9lubBorOPIVWsTXugG,After LIKE,0.68,0.922,0,-1.215,1,0.121,0.103,0.0,0.0877,0.799,125.014,176973,4
66jdKha03fC7OMdkGyQHDM,Monopoly,0.444,0.917,5,-2.091,0,0.0366,0.0721,0.0,0.223,0.657,162.95,238187,4
2JAwscGWJvCSK0HnES066Z,おひとりさま天国,0.585,0.918,3,-3.019,1,0.0384,0.014,0.0,0.342,0.746,125.03,255187,4
4bY2oZGA5Br3pTE1Jd1IfY,月の大きさ,0.555,0.941,9,-3.294,0,0.0481,0.484,0.0,0.266,0.813,92.487,236293,4
4SFknyjLcyTLJFPKD2m96o,How You Like That,0.812,0.761,11,-5.222,1,0.0812,0.0465,0.000135,0.0601,0.344,130.032,182956,4
7gRFDGEzF9UkBV233yv2dc,Shut Down,0.818,0.69,0,-5.119,1,0.0454,0.00327,0.0,0.186,0.688,110.071,175889,3
5zwwW9Oq7ubSxoCGyW1nbY,Pink Venom,0.693,0.734,4,-6.189,1,0.202,0.0145,0.0,0.217,0.708,180.06,186964,4
2VBLFxCUyFp5BfmsZpxcis,絆ノ奇跡,0.436,0.951,7,-4.748,0,0.202,0.0046,0.0,0.149,0.428,169.955,223320,4
7FeEiAWqWScpMFnlLSUvX2,Anytime Anywhere,0.365,0.767,4,-4.107,1,0.0659,0.498,0.0,0.156,0.399,109.261,230450,5
2HRgqmZQC0MC7GeNuDIXHN,Seven (feat. Latto) (Explicit Ver.),0.79,0.831,11,-4.185,1,0.044,0.312,0.0,0.0797,0.872,124.987,183551,4
2KslE17cAJNHTsI2MI0jb2,Standing Next to You,0.711,0.809,2,-4.389,0,0.0955,0.0447,0.0,0.339,0.816,106.017,206020,4
01qFKNWq73UfEslI0GvumE,3D (feat. Jack Harlow),0.853,0.824,1,-3.287,1,0.103,0.0322,0.0,0.0859,0.888,108.044,201812,4
2m6HgwjakjAXimujX8m4sk,BLEED,0.566,0.417,10,-7.025,0,0.0256,0.647,0.0,0.188,0.669,174.798,169990,3
2fJbss5uUmmBqn7qFkmyWj,残機,0.667,0.899,2,-2.988,1,0.0671,0.418,0.0,0.0967,0.826,140.954,230373,4
4HgsPAX3MmMgIT60hJ4W4U,秒針を噛む,0.655,0.962,1,-3.055,0,0.0443,0.0197,5.56e-06,0.253,0.775,129.902,260800,4
7rzoBRR4LbJZH5t7Q6qeTn,あいつら全員同窓会,0.724,0.925,10,-2.092,1,0.12,0.441,0.0,0.0527,0.91,130.977,254533,4
7qOsSOpiL3R8RKyiBtIYNQ,SOUVENIR,0.622,0.94,2,-4.997,1,0.0413,0.0094,6.48e-06,0.0957,0.96,158.056,264127,4
0vMBqdJIkmflvFk728hKH7,Sleep Walking Orchestra,0.677,0.836,1,-6.065,1,0.0283,0.00365,6.28e-05,0.235,0.83,126.983,235659,4
3hRRYgBeunE3PTmnzATTS0,天体観測,0.366,0.949,1,-3.552,1,0.11,0.381,0.0,0.0902,0.467,164.979,263600,4
3MR8qQiK1Bydhw9WjAzwzU,スパークル,0.617,0.629,11,-4.122,1,0.0448,0.389,0.0,0.0798,0.603,149.858,210500,4
0avegfB0TQ8cGDk9nuxcOQ,Answer,0.566,0.509,0,-5.342,1,0.0367,0.428,0.0,0.125,0.441,79.885,242106,4
1VHL1PIkhDwWbFc65xHwOr,愛とか恋とか,0.697,0.556,6,-5.089,1,0.0364,0.698,0.0,0.0991,0.404,89.987,232453,4
7tGDXCPLpAScEwmqab9YZd,Walking with you,0.422,0.969,7,-0.824,1,0.0591,0.00585,0.0,0.533,0.496,92.524,223187,4
6sElEqOIGENWjpxGFeo5ct,ツキミソウ,0.504,0.645,6,-3.244,1,0.0352,0.432,0.0,0.231,0.473,77.959,312053,4
6Qq8UOS6QzeSYFUVXC5wEB,何度でも,0.551,0.768,4,-5.147,1,0.0386,0.213,0.0,0.253,0.35,100.037,222760,4
1tcEqPHAQCOKIHwUMQ2POT,LOVE LOVE LOVE,0.447,0.383,1,-10.62,1,0.0263,0.474,0.0,0.11,0.276,83.929,204493,4
1jv8fStBVa5PTklNdKltXl,やさしいキスをして,0.52,0.61,7,-5.859,0,0.0266,0.161,0.0,0.153,0.255,83.939,224347,4
2EmkTBTh964LQen4Vz0svg,花になって - Be a flower,0.569,0.953,10,-2.018,0,0.109,0.166,5.78e-06,0.071,0.477,96.047,199333,3
6IO5nn84TKArsi3cjpIqaD,Mela!,0.619,0.941,8,-1.618,1,0.0584,0.0439,1.73e-05,0.318,0.624,137.967,242067,4
6SwATVDZUy3jha72jDyxe2,サマータイムシンデレラ,0.544,0.93,7,-1.974,1,0.0648,0.423,0.0,0.26,0.311,143.057,228920,4
5cF0dROlMOK5uNZtivgu50,Attention,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,208787,4
7ztdl6cnbJgHRdMkKldkts,キセキ,0.641,0.618,0,-4.269,1,0.0259,0.0932,0.0,0.155,0.338,90.032,271160,4
7iXHLtPosbHvglVSJ4rxLq,愛唄,0.505,0.791,8,-3.729,1,0.0308,0.0839,0.0,0.187,0.425,169.964,236253,4
54HMpdV2FTXgcI0dkDzMc8,道,0.615,0.912,10,-3.947,1,0.0384,0.217,0.0,0.212,0.612,94.983,246960,4
7iQXYTyuG13aoeHxGG28Nh,PERRO NEGRO,0.911,0.778,5,-2.248,1,0.262,0.0887,2.16e-05,0.179,0.345,96.057,162768,4
4MjDJD8cW7iVeWInc2Bdyj,MONACO,0.787,0.621,4,-5.009,0,0.068,0.15,0.000402,0.58,0.13,139.056,267194,4
2yzshFeBIwH8tWIqHEFLeD,un x100to,0.571,0.72,9,-4.089,1,0.0458,0.213,0.0,0.271,0.542,83.827,194563,4
7bywjHOc0wSjGGbj04XbVi,LUNA,0.774,0.86,7,-2.888,0,0.13,0.131,0.0,0.116,0.446,100.019,196800,4
1hZsWUnLbqRw09jLAMQSsb,CLASSY 101,0.858,0.665,11,-4.772,1,0.152,0.126,0.0,0.119,0.659,100.09,195587,4
5RqSsdzTNPX1uzkmlHCFvK,QLONA,0.841,0.738,7,-7.455,0,0.307,0.52,0.0,0.0892,0.484,169.918,172798,4
505v13epFXodT9fVAJ6h8k,AMARGURA,0.92,0.696,6,-3.356,0,0.0742,0.183,0.0,0.149,0.545,106.966,170480,4
54zcJnb3tp9c5OVKREZ1Is,MI EX TENÍA RAZÓN,0.634,0.725,5,-4.945,0,0.0587,0.0776,0.0,0.211,0.795,159.845,154375,4
2kz1YOhJiNubjigR1gB1VX,DILUVIO,0.845,0.795,9,-3.502,0,0.0681,0.343,1.78e-05,0.224,0.681,94.969,197053,4
609E1JCInJncactoMmkDon,BESO,0.768,0.644,5,-6.671,0,0.136,0.736,0.000837,0.173,0.53,95.05,194543,4
21N77gfWYoQDvrLvaeiQgi,BABY HELLO,0.773,0.893,1,-3.733,0,0.0483,0.164,3.01e-06,0.429,0.842,130.013,222462,4
6gMj2DzKR2PjrrbNSwcGFR,OA,0.813,0.866,7,-3.239,1,0.0851,0.17,0.0,0.0421,0.647,99.994,235200,4
1LiN0Z98FkR1t0m8KmLcAH,Amanece,0.79,0.631,8,-5.549,0,0.0425,0.437,0.0,0.158,0.889,94.039,190005,4
3LzAFrnO7CxaeBgtQhHsAP,Corazón Roto pt. 3,0.841,0.741,1,-4.89,0,0.048,0.363,2.37e-06,0.0987,0.849,92.988,348400,4
7ABLbnD53cQK00mhcaOUVG,LALA,0.708,0.737,1,-4.045,1,0.0436,0.0739,0.00162,0.0955,0.607,91.986,197920,4
7iUtQNMRB8ZkKC4AmEuCJC,LA FALDA,0.8,0.738,7,-4.26,1,0.0691,0.372,0.00877,0.19,0.267,103.008,174230,4
4PA1wK0leCjmRZlP5dQ8Lv,El Cielo,0.715,0.642,10,-7.492,0,0.0515,0.0687,0.0,0.0997,0.169,105.964,191321,4
0DWdj2oZMBFSzRsi2Cvfzf,TQG,0.72,0.63,4,-3.547,0,0.277,0.673,0.0,0.0936,0.607,179.974,199440,4
3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,218093,4
4nrPB8O7Y7wsOCJdgXkthe,"Shakira: Bzrp Music Sessions, Vol. 53",0.778,0.632,2,-5.6,0,0.0493,0.274,0.0,0.0915,0.498,122.104,218289,4
1zsPaEkglFvxjAhrM8yhpr,Hey Mor,0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,196600,4
6C1RD7YQVvt3YQj0CmuTeu,Diles,0.813,0.56,2,-5.904,0,0.0618,0.108,0.0,0.268,0.287,118.033,286041,4
6G12ZafqofSq7YtrMqUm76,Monotonía,0.873,0.695,0,-4.207,0,0.0459,0.419,1.23e-06,0.211,0.823,131.963,158805,4
228BxWXUYQPJrJYHDLOHkj,Gasolina,0.852,0.797,0,-6.543,1,0.0614,0.322,2.69e-06,0.0845,0.741,96.008,192600,4
26QKsGW4hMuwiEE1ftUMHe,"Lo Que Pasó, Pasó",0.819,0.741,8,-6.538,0,0.0412,0.104,0.0,0.283,0.84,97.014,210933,4
69vlMrzHwATKzupwNcUPyK,La Santa,0.744,0.868,1,-4.524,1,0.047,0.0326,0.0,0.0822,0.586,93.037,206420,4
4khWEpnaijN0G1x019Uzdr,No Se Va,0.734,0.685,0,-5.37,1,0.0453,0.117,0.0,0.109,0.754,92.042,216753,4
71iAechwVKGu26pahzFL0k,Cuando Nadie Ve,0.806,0.778,1,-4.577,0,0.0616,0.133,0.0,0.218,0.84,95.993,219587,4
1mlGScrDQqHqmhdIqE8MmA,Besos En Guerra,0.69,0.973,2,-3.588,1,0.0492,0.126,0.0,0.101,0.772,143.957,231533,4
2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52",0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,198938,4
4SW9gHnW8NfKOdqmh0ij45,Fruto,0.801,0.517,2,-8.205,0,0.269,0.494,1.45e-06,0.355,0.923,160.254,133969,4
0fea68AdmYNygeTGI4RC18,LA CANCIÓN,0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,242573,4
2beS6dD5rovBxSA1zYoSHR,No Me Conoce - Remix,0.804,0.787,10,-3.824,0,0.0746,0.14,0.0,0.0927,0.562,91.974,309120,4
7hynhxDoDpgMIV12JuVtNa,UN PESO,0.627,0.675,5,-7.125,0,0.213,0.125,0.0,0.0784,0.961,79.31,277107,4
6XbtvPmIpyCbjuT0e8cQtp,Columbia,0.668,0.712,5,-5.927,1,0.0381,0.369,2.13e-05,0.108,0.264,100.02,186000,4
1Hs1uUl8o2VtDp1DABFq0O,Los del Espacio,0.813,0.682,0,-3.598,1,0.0402,0.107,0.0,0.108,0.634,120.011,338000,4
0NO2zL0kw8sGGnaMvHKAZF,Marisola - Remix,0.765,0.872,1,-5.863,1,0.0498,0.173,5.65e-06,0.0749,0.722,94.999,237474,4
03a359wbiUsjN9h6yzXvmS,She Don't Give a Fo,0.854,0.556,1,-4.49,1,0.14,0.345,0.0,0.165,0.342,119.938,209531,4
29QkpKsdxiChq3xsmu5VDG,Amor Vuelve - (En Vivo),0.626,0.936,8,-5.608,0,0.031,0.115,0.0,0.321,0.947,133.0,226878,4
2yjHvbMtfyoXXJYpsR3rYP,Motor Y Motivo,0.739,0.887,0,-5.084,1,0.0317,0.167,0.0,0.225,0.873,98.011,196990,4
3SQRqRJ4xl2FZ8B5eswvvU,El Ritmo de Mi Corazón,0.664,0.878,8,-7.021,1,0.0359,0.0249,6.53e-06,0.038,0.927,106.508,220324,4
5jt25aFjW2kNoBqaEVaz5W,LA INOCENTE,0.757,0.789,5,-3.46,0,0.0583,0.307,0.0,0.0717,0.464,91.911,202174,4
4qSEvFGCpde73gqIuq3sho,HIBIKI,0.801,0.645,6,-5.605,0,0.0706,0.604,0.0,0.118,0.528,119.935,208000,4
0QRHOAeU8JRaVVn3UoZBih,REINA,0.724,0.578,10,-7.117,1,0.0819,0.632,1.06e-06,0.0943,0.757,167.985,211879,4
4bw8mcDUSRWfQo63ZTYRnU,Según Quién,0.909,0.762,9,-3.974,1,0.0643,0.434,0.0,0.0856,0.843,101.987,142335,3
0XjX9s0XWOKZc8PLuW02wJ,COCO LOCO,0.783,0.868,7,-2.961,0,0.0591,0.19,0.0,0.165,0.727,109.977,166735,4
6CvTEtGagmzQvkUzzyKR9k,HARLEY QUINN,0.815,0.741,1,-6.04,1,0.0569,0.0277,0.0183,0.219,0.591,125.031,143327,4
5KbBVSj6AJZ5662fO8EYFh,El Merengue,0.777,0.774,8,-3.079,0,0.0553,0.0895,0.000401,0.0909,0.661,123.982,189669,4
7BqHUALzNBTanL6OvsqmC1,Happier,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.011,214290,4
0PB0O24JqAuNdOAFVJljMS,Coco Chanel,0.683,0.764,2,-5.995,1,0.0441,0.0427,0.0,0.0963,0.137,149.949,160325,4
4pcafPzLDSqQktqSpxHL3E,THUNDER Y LIGHTNING,0.552,0.744,4,-2.656,0,0.124,0.496,0.0,0.112,0.627,156.027,217133,4
2lmWwBLVJ2P0HX491zkYws,Mbappe,0.712,0.684,7,-4.887,1,0.0512,0.548,0.0,0.168,0.513,130.038,147692,4
1MB8kTH7VKvAMfL9SHgJmG,VAGABUNDO,0.817,0.851,11,-3.309,0,0.0627,0.0351,0.0,0.232,0.886,127.019,215600,4
6ylDpki1VpIsc525KC1ojF,Tacones Rojos,0.746,0.844,11,-3.499,0,0.0359,0.062,0.0,0.149,0.934,123.014,189333,4
655JkvIwu2rDCaD1hPf04g,Pareja Del Año,0.715,0.611,4,-5.094,0,0.0519,0.176,0.0,0.0949,0.776,79.971,195333,4
671fHUAB2n0MocazS1bMB8,Por Dentro,0.833,0.754,1,-5.215,0,0.288,0.0813,0.0,0.161,0.652,107.024,166046,4
3fjN3y5x4hN53rykAN2LHQ,cómo dormiste?,0.627,0.429,1,-8.255,1,0.234,0.238,0.0,0.122,0.565,126.426,112572,5
7MmrcXVA7A5zZ2CbDuGHNa,A Mí,0.846,0.548,1,-6.397,1,0.256,0.241,0.0713,0.0419,0.516,94.925,209680,4
6irysuQyZWd7Bjj7ePiOs2,Holanda,0.831,0.759,1,-3.627,0,0.0502,0.277,0.0,0.125,0.244,107.961,231693,4
4MzXwWMhyBbmu6hOcLVD49,DÁKITI,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090,4
3oNnzH6hmqIGIhJ1NcHlrh,CORAZÓN VACÍO,0.681,0.792,1,-4.795,1,0.0587,0.334,2.05e-06,0.295,0.4,98.09,160536,4
6q6aChVJ5LLXFUSfakwpxW,Piscina,0.761,0.827,11,-4.189,0,0.0659,0.385,6.42e-05,0.095,0.568,97.021,225661,4
3qQbCzHBycnDpGskqOWY0E,Ella Baila Sola,0.668,0.758,5,-5.176,0,0.0332,0.483,1.89e-05,0.0837,0.834,147.989,165671,3
3NqBxTOMCJ3zW9CIP51td4,Jugaste y Sufrí,0.39,0.499,7,-7.778,1,0.0381,0.632,0.000497,0.115,0.34,200.156,275194,1
6X5WZbJzXtk6aO03HlxuZ9,Así Lo Quiso Dios,0.698,0.664,8,-4.027,0,0.0406,0.302,0.0,0.268,0.747,144.981,205300,3
7MVIfkyzuUmQ716j8U7yGR,Rara Vez,0.838,0.708,5,-4.668,0,0.166,0.176,0.0,0.343,0.96,119.984,128677,4
0TUW9faHNaBmi89wsYGp9y,Mamichula - con Nicki Nicole,0.696,0.678,4,-5.893,0,0.0735,0.582,2.22e-06,0.134,0.346,91.985,219202,4
0et5kHSyE7vNPbysINU6vy,Imposible,0.731,0.632,3,-4.59,0,0.256,0.183,0.0,0.15,0.637,87.003,169653,4
32hCeeK3ayPux4UauNPsgA,ALV,0.777,0.65,11,-4.156,0,0.213,0.128,0.0,0.116,0.401,93.051,160040,4
2mnXxnrX5vCGolNkaFvVeM,La Jumpa,0.887,0.234,9,-14.52,1,0.178,0.111,0.67,0.13,0.197,140.02,196800,4
6NSMQFKgjpQb0KkjMDYIK0,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),0.815,0.514,6,-9.446,0,0.361,0.54,0.0,0.611,0.623,120.054,264000,4
0O3U5iwTbiXCREMkvotJuN,EL AMOR DE SU VIDA,0.616,0.834,9,-3.069,1,0.0664,0.06,0.0,0.338,0.746,151.701,165848,4
5HR7yfhSCeoOHRQN05XnZQ,QUE VUELVAS,0.497,0.644,10,-4.309,1,0.0443,0.188,0.0,0.114,0.779,162.542,169419,4
77dMSg2VHi2wwXjXNrmcrZ,Nena Maldición (feat. Lenny Tavárez),0.566,0.531,6,-6.635,1,0.0716,0.192,0.0,0.179,0.367,118.96,227518,4
5jW3rF4URMdK7tO2xjS5EI,Tal Vez,0.855,0.649,8,-2.443,1,0.151,0.25,0.0,0.0801,0.741,161.986,263899,4
