song_id,song_name,artist_name,artist_id,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,song_code
68Dni7IE4VyPkTOH9mRWHr,No Role Modelz,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,2014-12-09,91,0.69,0.521,10.0,-8.492,0.0,0.339,0.324,0.0,0.0534,0.494,100.028,292799.0,4.0,cc
7aqfrAY2p9BUSiupwk3svU,First Person Shooter (feat. J. Cole),J. Cole,6l3HvQ5sa6mXTsMTB19rO5,2023-10-06,90,0.47,0.64,2.0,-7.779,1.0,0.32,0.0277,0.0,0.382,0.248,163.92,247444.0,4.0,aa
4tqcoej1zPvwePZCzuAjJd,Wet Dreamz,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,2014-12-09,86,0.495,0.722,6.0,-8.108,0.0,0.357,0.0697,0.0,0.113,0.539,175.627,239267.0,4.0,bb
5wtSei6pJpDEB1iKqPHhfU,Houdini,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,2023-11-10,74,0.739,0.79,9.0,-4.87,0.0,0.0654,0.00574,0.00073,0.085,0.865,116.987,185918.0,4.0,cc
1vYXt7VSjH9JIM5oRRo7vA,Dance The Night - From Barbie The Album,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,2023-05-25,93,0.671,0.845,11.0,-4.93,0.0,0.048,0.0207,0.0,0.329,0.775,110.056,176579.0,4.0,aa
6JIC3hbC28JZKZ8AlAqX8h,Cold Heart - PNAU Remix,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,2021-10-22,84,0.795,0.8,1.0,-6.32,1.0,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,202735.0,4.0,bb
1fDFHXcykq4iw8Gg7s5hG9,About You,The 1975,3mIj9lX2MWuHmhNCA7LSCW,2022-10-14,84,0.416,0.762,2.0,-7.385,1.0,0.0279,0.312,0.804,0.0559,0.461,95.967,326491.0,4.0,cc
4m0q0xQ2BNl9SCAGKyfiGZ,Somebody Else,The 1975,3mIj9lX2MWuHmhNCA7LSCW,2016-02-26,75,0.618,0.793,0.0,-5.711,1.0,0.0601,0.204,0.0154,0.126,0.459,101.015,347526.0,4.0,aa
73jVPicY2G9YHmzgjk69ae,Robbers,The 1975,3mIj9lX2MWuHmhNCA7LSCW,2013-01-01,74,0.621,0.692,4.0,-6.858,1.0,0.0291,0.000363,1.75e-05,0.335,0.381,99.806,254510.0,4.0,bb
4RoKNqyZ9622tcAeNPNv5k,City Boys,Burna Boy,3wcj11K77LjEY1PkEazffa,2023-08-24,81,0.808,0.634,2.0,-6.764,0.0,0.172,0.0851,0.0,0.127,0.569,100.03,153347.0,4.0,cc
5KI7I4mEtulXcv5VQJaV35,just like me,Burna Boy,3wcj11K77LjEY1PkEazffa,2024-01-12,80,,,,,,,,,,,,,,aa
5YbPxJwPfrj7uswNwoF1pJ,Last Last,Burna Boy,3wcj11K77LjEY1PkEazffa,2022-07-07,80,0.795,0.565,3.0,-4.457,0.0,0.0948,0.131,0.0,0.0802,0.55,87.925,172342.0,4.0,bb
6dGnYIeXmHdcikdzNNDMm2,Here Comes The Sun - Remastered 2009,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,1969-09-26,86,0.557,0.54,9.0,-10.484,1.0,0.0347,0.0339,0.00248,0.179,0.394,129.171,185733.0,4.0,cc
2EqlS6tkEnglzr7tkKAAYD,Come Together - Remastered 2009,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,1969-09-26,81,0.533,0.376,9.0,-11.913,0.0,0.0393,0.0302,0.248,0.0926,0.187,165.007,259947.0,4.0,aa
3BQHpFgAp4l80e1XslIjNI,Yesterday - Remastered 2009,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,1965-08-06,80,,,,,,,,,,,,,,bb
567e29TDzLwZwfDuEpGTwo,STAY (with Justin Bieber),Justin Bieber,1uNFoZAHBGtllmzznpCI3s,2021-07-27,85,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,141806.0,4.0,cc
6I3mqTwhRpn34SLVafSH7G,Ghost,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,2021-03-19,89,0.601,0.741,2.0,-5.569,1.0,0.0478,0.185,2.91e-05,0.415,0.441,153.96,153190.0,4.0,aa
7xapw9Oy21WpfEcib2ErSA,Mistletoe,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,2011-01-01,89,0.657,0.56,6.0,-9.049,0.0,0.0467,0.498,0.0,0.0794,0.854,161.993,182947.0,4.0,bb
59NraMJsLaMCVtwXTSia8i,Prada,RAYE,5KKpBU5eC2tJDzf0wmlRp2,2023-08-11,94,0.638,0.717,8.0,-5.804,1.0,0.0375,0.001,1.79e-06,0.113,0.422,141.904,132359.0,4.0,cc
5mHdCZtVyb4DcJw8799hZp,Escapism.,RAYE,5KKpBU5eC2tJDzf0wmlRp2,2023-02-03,86,0.538,0.742,2.0,-5.355,1.0,0.114,0.138,4.67e-05,0.0934,0.25,96.107,272373.0,4.0,aa
3XCpS4k8WqNnCpcDOSRRuz,Escapism. - Sped Up,RAYE,5KKpBU5eC2tJDzf0wmlRp2,2022-12-07,79,0.435,0.768,6.0,-5.352,0.0,0.201,0.0857,0.000231,0.0918,0.378,107.588,239888.0,4.0,bb
1QV6tiMFM6fSOKOGLMHYYg,Poker Face,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,2008-01-01,84,0.851,0.806,4.0,-4.62,1.0,0.0787,0.118,1.64e-06,0.121,0.787,118.999,237200.0,4.0,cc
2VxeLyX666F8uXCJ0dZF8B,Shallow,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,2018-10-05,86,0.572,0.385,7.0,-6.362,1.0,0.0308,0.371,0.0,0.231,0.323,95.799,215733.0,4.0,aa
0SiywuOBRcynK0uKGWdCnn,Bad Romance,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,2009-11-05,87,0.696,0.921,0.0,-3.755,1.0,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573.0,4.0,bb
6JIC3hbC28JZKZ8AlAqX8h,Cold Heart - PNAU Remix,Elton John,3PhoLpVuITZKcymswpck5b,2021-10-22,84,0.795,0.8,1.0,-6.32,1.0,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,202735.0,4.0,cc
1jDJFeK9x3OZboIAHsY9k2,I'm Still Standing,Elton John,3PhoLpVuITZKcymswpck5b,1983-05-30,87,,,,,,,,,,,,,,aa
3bH2Eu9A9ymI4UnGHRmoXg,Merry Christmas,Elton John,3PhoLpVuITZKcymswpck5b,2021-12-03,86,0.594,0.935,0.0,-2.018,1.0,0.0357,0.243,2.36e-06,0.102,0.602,113.99,208547.0,4.0,bb
5T8EDUDqKcs6OSOwEsfqG7,Don't Stop Me Now - Remastered 2011,Queen,1dfeR4HaWDbWqFHLkxsg1d,1978-11-10,86,0.559,0.868,5.0,-5.276,1.0,0.17,0.0475,0.000176,0.776,0.609,156.295,209413.0,4.0,cc
4u7EnebtmKWzUH433cf5Qv,Bohemian Rhapsody - Remastered 2011,Queen,1dfeR4HaWDbWqFHLkxsg1d,1975-11-21,84,0.414,0.404,0.0,-9.928,0.0,0.0499,0.271,0.0,0.3,0.224,71.105,354320.0,4.0,aa
5vdp5UmvTsnMEMESIF2Ym7,Another One Bites The Dust - Remastered 2011,Queen,1dfeR4HaWDbWqFHLkxsg1d,1980-06-27,85,,,,,,,,,,,,,,bb
1a73gcEg6h6Re6hHXoVltJ,FTCU,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,2023-12-08,90,0.928,0.458,11.0,-6.751,1.0,0.187,0.0175,0.000446,0.118,0.242,144.995,172138.0,4.0,cc
5ZJGv7aGdIr9IGpxzSG18T,Everybody (feat. Lil Uzi Vert),Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,2023-12-08,88,0.736,0.769,11.0,-5.546,0.0,0.258,0.027,0.0,0.23,0.388,137.947,180870.0,4.0,aa
2S5NuP68ckFRvC0qMd7dVR,Beauty And A Beat,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,2020-05-22,65,0.587,0.82,0.0,-5.319,1.0,0.0668,0.0011,7.36e-06,0.131,0.578,127.976,226613.0,4.0,bb
3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,2012-12-07,91,0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.867,143.994,233478.0,4.0,cc
47Slg6LuqLaX0VodpSCvPt,Just the Way You Are,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,2010-10-05,83,0.635,0.841,5.0,-5.379,1.0,0.0422,0.0134,0.0,0.0622,0.424,109.021,220734.0,4.0,aa
0nJW01T7XtvILxQgC5J7Wh,When I Was Your Man,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,2012-12-07,90,0.612,0.28,0.0,-8.648,1.0,0.0434,0.932,0.0,0.088,0.387,72.795,213827.0,4.0,bb
1mKXFLRA179hdOWQBwUk9e,Just Give Me a Reason (feat. Nate Ruess),P!nk,1KCSPY1glIKqW2TotWuXOR,2012-09-18,85,0.778,0.547,2.0,-7.273,1.0,0.0489,0.346,0.000302,0.132,0.441,95.002,242733.0,4.0,cc
1gv4xPanImH17bKZ9rOveR,Raise Your Glass,P!nk,1KCSPY1glIKqW2TotWuXOR,2010-10-05,81,0.7,0.709,7.0,-5.006,1.0,0.0838,0.0048,0.0,0.029,0.624,122.019,202960.0,4.0,aa
1gUwi1o1S9W9P0FQgJdY8s,TRUSTFALL,P!nk,1KCSPY1glIKqW2TotWuXOR,2023-02-17,75,0.636,0.888,8.0,-3.889,1.0,0.0945,0.00162,0.000216,0.147,0.25,122.032,237200.0,4.0,bb
5qaEfEh1AtSdrdrByCP7qR,Demons,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,2012-09-04,88,0.505,0.71,3.0,-3.015,1.0,0.0321,0.19,0.00025,0.269,0.428,89.938,177507.0,4.0,cc
0pqnGHJpmpxLKifKRmU6WP,Believer,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,2017-06-23,90,0.776,0.78,10.0,-4.374,0.0,0.128,0.0622,0.0,0.081,0.666,124.949,204347.0,4.0,aa
54ipXppHLA8U4yqpOFTUhr,Bones,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,2022-07-01,87,0.772,0.75,5.0,-3.67,0.0,0.0455,0.0201,0.0,0.074,0.587,114.061,165265.0,4.0,bb
0teqQ0PYqVDyyXJuPOyMhu,ケセラセラ,Mrs. GREEN APPLE,4QvgGvpgzgyUOo8Yp8LDm9,2023-07-04,77,,,,,,,,,,,,,,cc
5LkmpgQYtwHtuvASgnLBe1,ダンスホール,Mrs. GREEN APPLE,4QvgGvpgzgyUOo8Yp8LDm9,2023-12-01,52,0.736,0.695,7.0,-3.87,1.0,0.0468,0.0209,0.0,0.0517,0.784,109.976,203150.0,4.0,aa
2vOAHp8PBBFYqvQUWSoITY,インフェルノ,Mrs. GREEN APPLE,4QvgGvpgzgyUOo8Yp8LDm9,2019-10-01,75,0.533,0.918,4.0,-2.095,1.0,0.0616,0.00894,0.0,0.643,0.662,92.504,211600.0,4.0,bb
1pCcNaCodPssCc8Aq68gPS,Kaiju no Hanauta,Vaundy,2IUl3m1H1EQ7QfNbNWvgru,2020-05-27,60,0.335,0.943,2.0,-3.176,1.0,0.067,0.00334,0.0,0.324,0.64,75.093,224805.0,4.0,cc
1YXot2MLAG9sttepCtBRM7,踊り子,Vaundy,2IUl3m1H1EQ7QfNbNWvgru,2023-11-15,75,0.712,0.517,7.0,-10.157,1.0,0.0533,0.826,0.8,0.0949,0.686,157.038,229328.0,4.0,aa
6WT1tWfxUQREmEwzc4TRMV,Fukakoryoku,Vaundy,2IUl3m1H1EQ7QfNbNWvgru,2020-05-27,58,0.691,0.826,2.0,-4.9,1.0,0.0423,0.0139,5.03e-06,0.0604,0.62,94.033,200242.0,4.0,bb
1hAloWiinXLPQUJxrJReb1,アイドル,YOASOBI,64tJ2EAv1R6UaZqc4iOCyj,2023-10-04,80,0.457,0.941,10.0,-2.692,0.0,0.0917,0.105,1.38e-06,0.437,0.876,165.783,211733.0,4.0,cc
0YTM7bCx451c6LQbkddy4Q,勇者,YOASOBI,64tJ2EAv1R6UaZqc4iOCyj,2023-10-04,77,0.655,0.907,5.0,-3.868,1.0,0.0488,0.0351,1.37e-05,0.15,0.506,103.968,194267.0,4.0,aa
6MCjmGYlw6mQVWRFVgBRvB,夜に駆ける,YOASOBI,64tJ2EAv1R6UaZqc4iOCyj,2021-01-06,77,0.663,0.871,8.0,-5.287,1.0,0.03,0.00299,1.8e-06,0.337,0.826,130.025,258840.0,4.0,bb
3RvdkNMcSy71m0aT6UF9Uf,水平線,back number,6rs1KAoQnFalSqSU4LTh8g,2023-01-17,74,0.424,0.761,10.0,-3.526,1.0,0.0305,0.0103,0.0,0.145,0.424,145.816,288013.0,4.0,cc
4FMz2RFrbDGzJO7K4D0vS3,HAPPY BIRTHDAY,back number,6rs1KAoQnFalSqSU4LTh8g,2019-03-27,75,0.482,0.602,11.0,-4.365,1.0,0.0303,0.0702,0.0,0.0677,0.535,145.988,258333.0,4.0,aa
34ayWAUrQcrjlKZOJAzqke,アイラブユー,back number,6rs1KAoQnFalSqSU4LTh8g,2023-01-17,73,,,,,,,,,,,,,,bb
4zrKPIygugUDKGFEjVwpSB,Subtitle,OFFICIAL HIGE DANDISM,5Vo1hnCRmCM6M4thZCInCj,2022-10-12,60,0.649,0.683,6.0,-6.49,1.0,0.0424,0.0313,0.0,0.118,0.381,130.0,305509.0,4.0,cc
1JrxwbZ9u0VNwemdcJwZNi,SOULSOUP,OFFICIAL HIGE DANDISM,5Vo1hnCRmCM6M4thZCInCj,2023-12-13,62,0.507,0.939,11.0,-4.299,0.0,0.0882,0.00104,0.0,0.279,0.618,144.046,314469.0,4.0,aa
6wffxmLgeZTbvS1hYvLkht,Tattoo,OFFICIAL HIGE DANDISM,5Vo1hnCRmCM6M4thZCInCj,2023-04-21,59,0.481,0.901,0.0,-5.629,1.0,0.163,0.0114,0.0,0.314,0.817,194.084,288100.0,4.0,bb
5Odq8ohlgIbQKMZivbWkEo,Left and Right (Feat. Jung Kook of BTS),BTS,3Nrfpe0tUJi4K4DXYWgMUX,2022-10-06,83,0.881,0.592,2.0,-4.898,1.0,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,154487.0,4.0,cc
46HNZY1i7O6jwTA7Slo2PI,My Universe,BTS,3Nrfpe0tUJi4K4DXYWgMUX,2021-10-15,80,0.573,0.711,1.0,-6.268,0.0,0.0406,0.0114,0.0,0.328,0.47,105.006,226198.0,4.0,aa
5QDLhrAOJJdNAmCTJ8xMyW,Dynamite,BTS,3Nrfpe0tUJi4K4DXYWgMUX,2020-11-20,83,0.746,0.765,6.0,-4.41,0.0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054.0,4.0,bb
4JK1kDUdH9RTBQrrSO1QfR,ベテルギウス,Yuuri,0ixzjrK1wkN2zWBXt3VW3W,2022-01-12,75,0.367,0.671,5.0,-4.604,1.0,0.0478,0.222,0.0,0.494,0.691,179.833,230600.0,4.0,cc
7M0dIdZWN1FDcveRdoOzbZ,ビリミリオン,Yuuri,0ixzjrK1wkN2zWBXt3VW3W,2023-03-29,75,0.364,0.628,10.0,-6.142,1.0,0.0319,0.238,0.0,0.0931,0.612,93.792,228760.0,3.0,aa
4kPlQKwtPrnqLgrmmKFSlA,ドライフラワー,Yuuri,0ixzjrK1wkN2zWBXt3VW3W,2022-01-12,74,0.463,0.603,7.0,-5.464,1.0,0.0276,0.495,0.0,0.167,0.477,148.089,286360.0,4.0,bb
3khEEPRyBeOUabbmOPJzAG,KICK BACK,Kenshi Yonezu,1snhtMLeb2DYoMOcVbb8iB,2022-10-12,81,0.577,0.941,1.0,-5.17,1.0,0.105,0.00207,3.36e-06,0.0891,0.292,101.921,193495.0,4.0,cc
6x7SB38tuekpu4xpH9OIPY,地球儀 - Spinning Globe,Kenshi Yonezu,1snhtMLeb2DYoMOcVbb8iB,2023-07-17,74,0.642,0.289,10.0,-11.86,1.0,0.0472,0.763,0.0,0.0856,0.282,78.004,273438.0,4.0,aa
04TshWXkhV1qkqHzf31Hn6,Lemon,Kenshi Yonezu,1snhtMLeb2DYoMOcVbb8iB,2020-08-05,72,0.525,0.646,11.0,-4.963,1.0,0.0268,0.304,0.0,0.297,0.373,86.957,255827.0,4.0,bb
5NqGfELjcdvRIUuhgZJ34W,Marigold,Aimyon,5kVZa4lFUmAQlBogl1fkd6,2019-02-13,58,0.545,0.745,2.0,-3.098,1.0,0.0286,0.0452,0.0,0.0907,0.413,106.094,306627.0,4.0,cc
2piySGAWgVwsRKm60SfOmF,ai no hana,Aimyon,5kVZa4lFUmAQlBogl1fkd6,2023-04-05,50,0.469,0.507,10.0,-6.21,1.0,0.0303,0.287,0.0,0.0773,0.469,170.028,240044.0,3.0,aa
59eluCMn0XbOWqeWQ91FTM,君はロックを聴かない,Aimyon,5kVZa4lFUmAQlBogl1fkd6,2017-09-12,71,0.524,0.687,7.0,-4.039,1.0,0.0267,0.00135,0.0,0.169,0.619,99.919,246307.0,4.0,bb
1rDgAHDX95RmylxjgVW9tN,Show,Ado,6mEQK9m2krja6X1cfsAjfl,2023-09-06,75,0.616,0.975,10.0,-0.425,0.0,0.208,0.172,1.62e-06,0.143,0.742,132.054,189773.0,4.0,cc
6A8NfypDHuwiLWbo4a1yca,New Genesis,Ado,6mEQK9m2krja6X1cfsAjfl,2022-08-10,70,0.49,0.987,7.0,-2.279,1.0,0.253,0.049,3.24e-06,0.406,0.451,175.064,226813.0,4.0,aa
61KYsWS25JXUO4fGb1138X,Usseewa,Ado,6mEQK9m2krja6X1cfsAjfl,2022-01-26,71,0.526,0.976,11.0,-1.084,0.0,0.0799,0.00459,0.0,0.102,0.554,178.129,206893.0,4.0,bb
308Ir17KlNdlrbVLHWhlLe,The Feels,TWICE,7n2Ycct7Beij7Dj7meI4X0,2021-11-12,77,0.808,0.903,9.0,-2.179,1.0,0.0729,0.0899,0.0,0.0816,0.922,120.044,198053.0,4.0,cc
5IN9W6eUfk3014My9awagX,MOONLIGHT SUNRISE,TWICE,7n2Ycct7Beij7Dj7meI4X0,2023-03-10,73,0.746,0.78,1.0,-3.279,1.0,0.0563,0.401,4.08e-06,0.0895,0.607,125.089,180320.0,4.0,aa
3zhbXKFjUDw40pTYyCgt1Y,What is Love,TWICE,7n2Ycct7Beij7Dj7meI4X0,2018-07-09,77,0.574,0.909,8.0,-1.573,1.0,0.0658,0.0987,0.0,0.264,0.569,169.966,208240.0,4.0,bb
1n1y2kFPISpF9WGD3JaFo5,Suzume,RADWIMPS,1EowJ1WwkMzkCkRomFhui7,2022-11-10,70,0.565,0.41,2.0,-6.616,0.0,0.0311,0.65,0.0,0.309,0.36,78.01,238560.0,4.0,cc
5mEqD00bdFcsiVd0MfvEeF,Dream lantern,RADWIMPS,1EowJ1WwkMzkCkRomFhui7,2016-08-24,68,0.206,0.871,8.0,-5.751,1.0,0.419,0.0316,6.55e-05,0.0596,0.125,175.6,131667.0,3.0,aa
3A4FRzgve9BjfKbvVXRIFO,Sparkle - movie ver.,RADWIMPS,1EowJ1WwkMzkCkRomFhui7,2016-08-24,69,0.372,0.426,11.0,-8.421,1.0,0.0339,0.687,0.00784,0.109,0.287,123.993,537653.0,4.0,bb
0GWNtMohuYUEHVZ40tcnHF,SPECIALZ,King Gnu,6wxfx1yhyqjCPYwwxJktR2,2023-09-01,87,0.566,0.85,6.0,-4.431,0.0,0.0599,0.0663,0.0,0.319,0.722,117.048,238987.0,4.0,cc
0J0P8iSE6l3pYHbUdNFYdS,カメレオン,King Gnu,6wxfx1yhyqjCPYwwxJktR2,2022-02-28,76,0.628,0.533,0.0,-7.235,1.0,0.0417,0.643,0.0,0.0733,0.459,79.953,193990.0,4.0,aa
7ncPjJBktLEOpstY5JOUMK,一途,King Gnu,6wxfx1yhyqjCPYwwxJktR2,2021-12-10,74,0.5,0.964,2.0,-4.19,1.0,0.124,0.00723,6.2e-05,0.0557,0.662,159.971,190607.0,4.0,bb
5sdQOyqq2IDhvmx2lHOpwd,Super Shy,NewJeans,6HvZYsbFfjnjFrWF950C9d,2023-07-07,90,0.776,0.817,5.0,-6.018,0.0,0.0748,0.18,3.44e-05,0.146,0.515,149.921,154667.0,4.0,cc
65FftemJ1DbbZ45DUfHJXE,OMG,NewJeans,6HvZYsbFfjnjFrWF950C9d,2023-01-02,87,0.804,0.771,9.0,-4.067,0.0,0.0433,0.357,3.07e-06,0.108,0.739,126.956,212253.0,4.0,aa
3r8RuvgbX9s7ammBn07D3W,Ditto,NewJeans,6HvZYsbFfjnjFrWF950C9d,2022-12-19,86,0.814,0.641,6.0,-5.957,0.0,0.111,0.027,0.0,0.0993,0.183,133.854,185507.0,4.0,bb
5W7Y92LB4jWvu9NeEQ0GZl,なんでもないよ、,Macaroni Empitsu,1t17z3vfuc82cxSDMrvryJ,2022-01-12,74,0.598,0.511,4.0,-6.015,1.0,0.0423,0.245,0.0,0.0732,0.652,171.845,219253.0,4.0,cc
5N19AxnqLwLyi4DSgiJ0qV,リンジュー・ラヴ,Macaroni Empitsu,1t17z3vfuc82cxSDMrvryJ,2023-08-30,66,0.665,0.782,11.0,-5.37,1.0,0.0282,0.234,0.0,0.0822,0.62,103.011,188030.0,4.0,aa
2SihT7AVMiI2VtaAyVIcnO,恋人ごっこ,Macaroni Empitsu,1t17z3vfuc82cxSDMrvryJ,2020-04-01,68,0.438,0.646,1.0,-5.301,1.0,0.0361,0.124,0.0,0.0603,0.745,102.033,200219.0,4.0,bb
3wJHCry960drNlAUGrJLmz,ただ君に晴れ,ヨルシカ,4UK2Lzi6fBfUi9rpDt6cik,2018-05-09,77,0.679,0.834,5.0,-3.223,1.0,0.032,0.343,5.74e-06,0.119,0.962,139.996,198971.0,4.0,cc
5eY7692tmgHB9dbmq6wa2M,晴る,ヨルシカ,4UK2Lzi6fBfUi9rpDt6cik,2024-01-05,74,,,,,,,,,,,,,,aa
5j7ixaLeGTGSv4DzKs0pCM,だから僕は音楽を辞めた,ヨルシカ,4UK2Lzi6fBfUi9rpDt6cik,2019-04-10,73,0.65,0.88,4.0,-5.326,1.0,0.0283,0.36,0.00369,0.23,0.921,124.985,242913.0,4.0,bb
0o9zmvc5f3EFApU52PPIyW,Shinunoga E-Wa,Fujii Kaze,6bDWAcdtVR3WHz2xtiIPUi,2020-05-20,82,0.6,0.76,6.0,-6.124,0.0,0.0452,0.166,4.09e-05,0.189,0.519,158.078,185573.0,4.0,cc
02tNuntKQsoou5T4O8meyh,Hana,Fujii Kaze,6bDWAcdtVR3WHz2xtiIPUi,2023-10-12,66,0.769,0.716,5.0,-8.203,0.0,0.0429,0.118,0.00659,0.158,0.66,123.031,246700.0,4.0,aa
7AMGgAPFczs3wJgMqu6Eqi,Matsuri,Fujii Kaze,6bDWAcdtVR3WHz2xtiIPUi,2022-03-23,72,0.663,0.731,1.0,-7.335,1.0,0.0338,0.00892,0.0502,0.293,0.356,97.025,225920.0,4.0,bb
1H3qOzheTPhE7aVvJOWfvA,美しい鰭,SPITZ,5kjGRHClVacSyllOUqU1S0,2023-05-17,74,0.545,0.913,1.0,-3.565,1.0,0.0298,0.0107,0.00029,0.245,0.747,98.047,211920.0,4.0,cc
1OG1NoKpZZLrMqMYCk9m84,LALALALA,Stray Kids,2dIgFjalVxs4ThymZ67YCE,2023-11-10,87,0.705,0.849,0.0,-2.595,1.0,0.0493,0.0647,0.0,0.653,0.609,125.976,182224.0,4.0,aa
3gTQwwDNJ42CCLo3Sf4JDd,S-Class,Stray Kids,2dIgFjalVxs4ThymZ67YCE,2023-06-02,81,0.886,0.781,5.0,-1.837,0.0,0.333,0.0895,0.0,0.0715,0.672,104.996,195689.0,4.0,bb
5Q1tv4GTxP3IJeGMOKdrFO,MEGAVERSE,Stray Kids,2dIgFjalVxs4ThymZ67YCE,2023-11-10,81,0.613,0.73,10.0,-3.645,0.0,0.122,0.00875,2.25e-06,0.268,0.576,160.051,185520.0,4.0,cc
4UALTBWz0OdQcjbTsjFceV,Cinderella Boy,Saucy Dog,4WqXqPmUuenMIr4QaFrZXN,2021-08-25,52,0.596,0.735,9.0,-6.362,1.0,0.0332,0.0748,0.0,0.269,0.524,108.106,234324.0,4.0,aa
37ZddqLVyF23NIg5I17SBd,Itsuka,Saucy Dog,4WqXqPmUuenMIr4QaFrZXN,2017-05-24,46,0.603,0.509,7.0,-4.535,1.0,0.0263,0.0941,0.0,0.201,0.445,79.989,274872.0,4.0,bb
3f8WNy5rgXq7J74qjExRkb,Yui,Saucy Dog,4WqXqPmUuenMIr4QaFrZXN,2020-09-02,39,0.53,0.661,6.0,-7.09,1.0,0.0408,0.224,0.0,0.169,0.538,153.935,264840.0,4.0,cc
3AOf6YEpxQ894FmrwI9k96,Super,SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,2023-04-24,82,0.771,0.88,8.0,-4.091,1.0,0.0857,0.162,1.41e-06,0.167,0.347,137.018,200387.0,4.0,aa
4MTNimMDRyFZv37Thcktwa,God of Music,SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,2023-10-23,80,0.728,0.912,11.0,-2.55,0.0,0.167,0.0458,0.0,0.102,0.808,120.044,205133.0,4.0,bb
6I2tqFhk8tq69iursYxuxd,HOT,SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,2022-05-27,77,0.765,0.777,5.0,-4.376,0.0,0.0399,0.0539,2.58e-06,0.338,0.64,111.944,197587.0,4.0,cc
0YAMQSmHk6BSUGTYpaoqTJ,Wherever you are,ONE OK ROCK,7k73EtZwoPs516ZxE72KsO,2010-06-09,66,0.379,0.69,4.0,-4.79,1.0,0.0549,0.0286,0.0,0.335,0.288,173.716,295600.0,4.0,aa
4WVJeRP6hjMMBkmWsV4TtF,Make It Out Alive,ONE OK ROCK,7k73EtZwoPs516ZxE72KsO,2023-08-24,69,0.495,0.936,1.0,-2.477,0.0,0.0717,1.02e-05,0.000193,0.0909,0.398,137.047,209799.0,4.0,bb
4zXRMjTaeflesB3Ih4eHnJ,Stand Out Fit In,ONE OK ROCK,7k73EtZwoPs516ZxE72KsO,2019-02-15,65,0.615,0.841,11.0,-5.352,1.0,0.0416,0.0178,0.0,0.133,0.316,126.026,214573.0,4.0,cc
7DyS11kB1YNrfDzQqtjmTh,"Stand by me, Stand by you.",HIRAIDAI,7JthQ6zwNzfxRfIEjp6wUs,2021-02-10,67,0.66,0.576,3.0,-5.627,1.0,0.0363,0.0879,0.0,0.0599,0.561,80.978,193013.0,4.0,aa
1GlT0DZKjapYwJzRcdBh4F,Buddy,HIRAIDAI,7JthQ6zwNzfxRfIEjp6wUs,2022-05-09,62,0.786,0.482,6.0,-6.82,1.0,0.0477,0.156,0.0,0.34,0.617,89.992,174233.0,4.0,bb
6skNbV22epX2yHu4O2hYSx,題名のない今日,HIRAIDAI,7JthQ6zwNzfxRfIEjp6wUs,2021-02-10,63,0.707,0.479,11.0,-6.088,1.0,0.0328,0.2,0.0,0.384,0.633,87.012,193709.0,4.0,cc
2flCpqsq9WAwFTjrtWtYBc,Relay~Mori no Uta,SOUTHERN ALL STARS,6HqHB2AFBXUQHQFN026oYP,2023-09-18,30,0.556,0.588,7.0,-6.353,1.0,0.0275,0.815,0.375,0.109,0.549,88.016,239494.0,4.0,aa
